gene_symbol,human_gene_id,ensembl_gene_id,uniprot_id,synonyms,description,curated_gene_list,curation_evidence,sub_mito_location,pathways,targetp_score,mito_domain_score,coexpression_gnf_n50_score,pgc_induction_score,yeast_mito_homolog_score,rickettsia_homolog_score,msms_score
AFG3L2,10939,ENSG00000141385,Q9Y4W6,OPA12|SCA28|SPAX5,AFG3 like matrix AAA peptidase subunit 2,curated,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",3.0,MitoDomain,44.0,1.56,HomologMitoLowConf,Homolog,50-75pure
HADHA,3030,ENSG00000084754,P40939,ECHA|GBP|HADH|LCEH|LCHAD|MTPA|TP-ALPHA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",MIM,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,1.0,SharedDomain,42.0,,OrthologMitoLowConf,Homolog,75-100pure
ETFA,2108,ENSG00000140374,P13804,EMA|GA2|MADD,electron transfer flavoprotein subunit alpha,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",Matrix,"Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions, other",3.0,SharedDomain,40.0,1.54,OrthologMitoHighConf,NoHomolog,75-100pure
NDUFS7,374291,ENSG00000115286,O75251,CI-20|CI-20KD|MC1DN3|MY017|PSST,NADH:ubiquinone oxidoreductase core subunit S7,curated,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,1.0,SharedDomain,41.0,1.86,NoMitoHomolog,Ortholog,50-75pure
CPT2,1376,ENSG00000157184,P23786,CPT1|CPTASE|IIAE4,carnitine palmitoyltransferase 2,curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression+, MS/MS++",MIM,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle,1.0,SharedDomain,36.0,0.78,OrthologMitoHighConf,NoHomolog,75-100pure
BCKDHB,594,ENSG00000083123,P21953,BCKDE1B|BCKDH E1-beta|E1B,branched chain keto acid dehydrogenase E1 subunit beta,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++",MIM,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex,2.0,MitoDomain,31.0,,OrthologMitoLowConf,Homolog,75-100pure
IDH3B,3420,ENSG00000101365,O43837,RP46,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta,curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle,1.0,SharedDomain,20.0,2.08,OrthologMitoLowConf,Homolog,50-75pure
LARS2,23395,ENSG00000011376,Q15031,HLASA|LEURS|PRLTS4|mtLeuRS,"leucyl-tRNA synthetase 2, mitochondrial",curated,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,3.0,SharedDomain,42.0,,OrthologMitoHighConf,Ortholog,50-75pure
ACADS,35,ENSG00000122971,P16219,ACAD3|SCAD,acyl-CoA dehydrogenase short chain,curated,"literature, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS++",Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation,1.0,MitoDomain,42.0,0.97,NoMitoHomolog,NoHomolog,75-100pure
LETM1,3954,ENSG00000168924,O95202,SLC55A1,leucine zipper and EF-hand containing transmembrane protein 1,curated,"literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++",MIM,Signaling > Calcium homeostasis > Calcium cycle,2.0,MitoDomain,42.0,,OrthologMitoLowConf,NoHomolog,50-75pure
ATP5ME,521,ENSG00000169020,P56385,ATP5I|ATP5K,ATP synthase membrane subunit e,curated,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation,5.0,MitoDomain,49.0,,OrthologMitoHighConf,NoHomolog,75-100pure
OPA1,4976,ENSG00000198836,O60313,BERHS|MGM1|MTDPS14|NPG|NTG|largeG,OPA1 mitochondrial dynamin like GTPase,curated,"literature, APEX_IMS, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",MIM,Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Cristae formation,3.0,SharedDomain,45.0,1.09,OrthologMitoHighConf,NoHomolog,75-100pure
AUH,549,ENSG00000148090,Q13825,-,AU RNA binding methylglutaconyl-CoA hydratase,curated,"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,4.0,SharedDomain,43.0,1.01,OrthologMitoLowConf,Homolog,75-100pure
SUCLG1,8802,ENSG00000163541,P53597,GALPHA|MTDPS9|SUCLA1,succinate-CoA ligase GDP/ADP-forming subunit alpha,curated,"yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,5.0,SharedDomain,44.0,1.59,OrthologMitoLowConf,Homolog,50-75pure
NDUFV2,4729,ENSG00000178127,P19404,CI-24k|MC1DN7,NADH:ubiquinone oxidoreductase core subunit V2,curated,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,1.0,,47.0,1.84,NoMitoHomolog,Ortholog,75-100pure
COQ6,51004,ENSG00000119723,Q9Y2Z9,CGI-10|CGI10|COQ10D6,"coenzyme Q6, monooxygenase",curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+",MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism,1.0,SharedDomain,38.0,0.79,OrthologMitoHighConf,Homolog,25-50pure
MRPL43,84545,ENSG00000055950,Q8N983,L43mt|MRP-L43|bMRP36a,mitochondrial ribosomal protein L43,curated,"literature, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,1.0,SharedDomain,21.0,1.57,OrthologMitoHighConf,NoHomolog,50-75pure
ABHD11,83451,ENSG00000106077,Q8NFV4,PP1226|WBSCR21,abhydrolase domain containing 11,curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA-associated,1.0,SharedDomain,30.0,0.45,OrthologMitoHighConf,Homolog,50-75pure
ATP5PF,522,ENSG00000154723,P18859,ATP5|ATP5A|ATP5J|ATPM|CF6|F6,ATP synthase peripheral stalk subunit F6,curated,"literature, APEX_IMS, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,1.0,MitoDomain,46.0,0.84,NoMitoHomolog,NoHomolog,50-75pure
NDUFB8,4714,ENSG00000166136,O95169,ASHI|CI-ASHI|MC1DN32,NADH:ubiquinone oxidoreductase subunit B8,curated,"literature, APEX_IMS, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,1.0,MitoDomain,47.0,1.43,NoMitoHomolog,NoHomolog,50-75pure
LONP1,9361,ENSG00000196365,P36776,CODASS|LON|LONP|LonHS|PIM1|PRSS15|hLON,"lon peptidase 1, mitochondrial",curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",Matrix,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",1.0,SharedDomain,14.0,1.81,OrthologMitoLowConf,Homolog,50-75pure
DLD,1738,ENSG00000091140,P09622,DLDD|DLDH|E3|GCSL|LAD|OGDC-E3|PHE3,dihydrolipoamide dehydrogenase,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system,2.0,SharedDomain,43.0,1.39,HomologMitoHighConf,Homolog,50-75pure
AIFM1,9131,ENSG00000156709,O95831,AIF|AUNX1|CMT2D|CMTX4|COWCK|COXPD6|DFNX5|NADMR|NAMSD|PDCD8|SEMDHL,apoptosis inducing factor mitochondria associated 1,curated,"literature, APEX_IMS, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein import and sorting > MIA40 | OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors | Mitochondrial dynamics and surveillance > Apoptosis",2.0,SharedDomain,43.0,1.96,HomologMitoLowConf,Homolog,75-100pure
ECHDC3,79746,ENSG00000134463,Q96DC8,-,enoyl-CoA hydratase domain containing 3,curated,"targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",Matrix,0,1.0,SharedDomain,17.0,1.37,OrthologMitoLowConf,Homolog,75-100pure
APOOL,139322,ENSG00000155008,Q6UXV4,CXorf33|FAM121A|MICOS27|Mic27|UNQ8193,apolipoprotein O like,curated,"literature, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++",MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,5.0,MitoDomain,43.0,0.78,HomologMitoHighConf,NoHomolog,75-100pure
MRPL10,124995,ENSG00000159111,Q7Z7H8,L10MT|MRP-L10|MRP-L8|MRPL8|RPML8,mitochondrial ribosomal protein L10,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,2.0,SharedDomain,39.0,,OrthologMitoHighConf,Ortholog,50-75pure
MRRF,92399,ENSG00000148187,Q96E11,MRFF|MTRRF|RRF,mitochondrial ribosome recycling factor,curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Translation factors,1.0,SharedDomain,12.0,,OrthologMitoHighConf,Ortholog,50-75pure
NDUFS8,4728,ENSG00000110717,O00217,CI-23k|CI23KD|MC1DN2|TYKY,NADH:ubiquinone oxidoreductase core subunit S8,curated,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,2.0,SharedDomain,48.0,1.89,NoMitoHomolog,Ortholog,50-75pure
ACADM,34,ENSG00000117054,P11310,ACAD1|MCAD|MCADH,acyl-CoA dehydrogenase medium chain,curated,"literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++",Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation,2.0,MitoDomain,40.0,1.71,NoMitoHomolog,NoHomolog,50-75pure
IMMT,10989,ENSG00000132305,Q16891,HMP|MICOS60|MINOS2|Mic60|P87|P87/89|P89|PIG4|PIG52,inner membrane mitochondrial protein,curated,"literature, targetP signal, yeast mito homolog, mito protein domain+, coexpression++, MS/MS++",MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,2.0,MitoDomain,48.0,,HomologMitoHighConf,NoHomolog,75-100pure
TIMM9,26520,ENSG00000100575,Q9Y5J7,TIM9|TIM9A,translocase of inner mitochondrial membrane 9,curated,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression+, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",,MitoDomain,30.0,1.48,OrthologMitoHighConf,NoHomolog,75-100pure
SLC25A4,291,ENSG00000151729,P12235,AAC1|ANT|ANT 1|ANT1|MTDPS12|MTDPS12A|PEO2|PEO3|PEOA2|T1,solute carrier family 25 member 4,curated,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS++",MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,,MitoDomain,24.0,1.53,OrthologMitoHighConf,NoHomolog,75-100pure
SAMM50,25813,ENSG00000100347,Q9Y512,CGI-51|OMP85|SAM50|TOB55|TRG-3|YNL026W,SAMM50 sorting and assembly machinery component,curated,"literature, APEX_IMS, APEX_matrix, yeast mito homolog++, Rickettsial homolog, induction, coexpression++, MS/MS++",MOM,"Protein import, sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions",,,49.0,1.88,OrthologMitoHighConf,Homolog,50-75pure
NDUFS2,4720,ENSG00000158864,O75306,CI-49|MC1DN6,NADH:ubiquinone oxidoreductase core subunit S2,curated,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,2.0,SharedDomain,45.0,0.71,NoMitoHomolog,Ortholog,75-100pure
NDUFV1,4723,ENSG00000167792,P49821,CI-51K|CI51KD|MC1DN4|UQOR1,NADH:ubiquinone oxidoreductase core subunit V1,curated,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,2.0,SharedDomain,45.0,1.14,NoMitoHomolog,Ortholog,75-100pure
ACO2,50,ENSG00000100412,Q99798,ACONM|HEL-S-284|ICRD|OCA8|OPA9,aconitase 2,curated,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Metals and cofactors > Fe-S-containing proteins,2.0,SharedDomain,45.0,1.84,HomologMitoLowConf,Homolog,50-75pure
SUPV3L1,6832,ENSG00000156502,Q8IYB8,SUV3,Suv3 like RNA helicase,curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression+, MS/MS+",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,1.0,SharedDomain,31.0,1.58,OrthologMitoHighConf,NoHomolog,25-50pure
FECH,2235,ENSG00000066926,P22830,EPP|EPP1|FCE,ferrochelatase,curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",MIM,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S-containing proteins,1.0,SharedDomain,5.0,,OrthologMitoHighConf,Ortholog,75-100pure
MTIF2,4528,ENSG00000085760,P46199,-,mitochondrial translational initiation factor 2,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS",Matrix,Mitochondrial central dogma > Translation > Translation factors,3.0,SharedDomain,46.0,1.01,OrthologMitoHighConf,Homolog,50-75ambig
HIBCH,26275,ENSG00000198130,Q6NVY1,HIBYLCOAH,3-hydroxyisobutyryl-CoA hydrolase,curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++",Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,1.0,SharedDomain,25.0,1.82,OrthologMitoLowConf,NoHomolog,50-75pure
MRPS2,51116,ENSG00000122140,Q9Y399,CGI-91|COXPD36|MRP-S2|S2mt,mitochondrial ribosomal protein S2,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,2.0,SharedDomain,33.0,0.82,OrthologMitoHighConf,Homolog,25-50pure
HSPA9,3313,ENSG00000113013,P38646,CRP40|CSA|EVPLS|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74|SAAN|SIDBA4,heat shock protein family A (Hsp70) member 9,curated,"APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,1.0,SharedDomain,27.0,1.21,HomologMitoHighConf,Homolog,75-100pure
SURF1,6834,ENSG00000148290|ENSG00000280627,Q15526,CMT4K,SURF1 cytochrome c oxidase assembly factor,curated,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,2.0,MitoDomain,16.0,,OrthologMitoHighConf,Ortholog,50-75ambig
PRDX3,10935,ENSG00000165672,P30048,AOP-1|AOP1|HBC189|MER5|PRO1748|SP-22|prx-III,peroxiredoxin 3,curated,"literature, APEX_IMS, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Detoxification > ROS and glutathione metabolism,1.0,SharedDomain,42.0,1.27,NoMitoHomolog,Homolog,50-75pure
GHITM,27069,ENSG00000165678,Q9H3K2,DERP2|HSPC282|MICS1|My021|PTD010|TMBIM5,growth hormone inducible transmembrane protein,curated,"literature, APEX_IMS, targetP signal+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS",MIM,Mitochondrial dynamics and surveillance > Apoptosis,1.0,MitoDomain,40.0,1.12,NoMitoHomolog,Homolog,25-50ambig
GUF1,60558,ENSG00000151806,Q8N442,EF-4|EF4|EIEE40,"GUF1 homolog, GTPase",curated,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS+",Matrix,Mitochondrial central dogma > Translation,2.0,MitoDomain,7.0,,OrthologMitoHighConf,Ortholog,25-50pure
TIMM13,26517,ENSG00000099800,Q9Y5L4,TIM13|TIM13B|TIMM13A|TIMM13B|ppv1,translocase of inner mitochondrial membrane 13,curated,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",,MitoDomain,22.0,0.59,OrthologMitoHighConf,NoHomolog,75-100pure
LYRM4,57128,ENSG00000214113,Q9HD34,C6orf149|CGI-203|COXPD19|ISD11,LYR motif containing 4,curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain+, induction, coexpression, MS/MS++",Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,1.0,MitoDomain,8.0,1.08,HomologMitoHighConf,NoHomolog,75-100pure
